MD,24,043,Washington County,90820,01929710,District 9, Leitersburg,Z1,N
MD,24,043,Washington County,90912,01929435,District 10, Funkstown,Z1,N
MD,24,043,Washington County,91000,01929454,District 11, Sandy Hook,Z1,N
MD,24,043,Washington County,91092,01929462,District 12, Fairplay,Z1,N
MD,24,043,Washington County,91184,01929474,District 13, Maugansville,Z1,N
MD,24,043,Washington County,91276,01929487,District 14, Ringgold,Z1,N
MD,24,043,Washington County,91368,01929495,District 15, Indian Spring,Z1,N
MD,24,043,Washington County,91460,01929498,District 16, Beaver Creek,Z1,N
MD,24,043,Washington County,91552,01929507,District 17, Hagerstown,Z1,N
MD,24,043,Washington County,91644,01929512,District 18, Chewsville,Z1,N
MD,24,043,Washington County,91736,01929518,District 19, Keedysville,Z1,N
MD,24,043,Washington County,91828,01929545,District 20, Downsville,Z1,N
MD,24,043,Washington County,91920,01929551,District 21, Hagerstown,Z1,N
MD,24,043,Washington County,92012,01929555,District 22, Hagerstown,Z1,N
MD,24,043,Washington County,92104,01929559,District 23, Wilsons,Z1,N
MD,24,043,Washington County,92196,01929561,District 24, Cedar Lawn,Z1,N
MD,24,043,Washington County,92288,01929564,District 25, Hagerstown,Z1,N
MD,24,043,Washington County,92380,01929566,District 26, Halfway,Z1,N
MD,24,043,Washington County,92472,01929568,District 27, Fountain Head,Z1,N
MD,24,045,Wicomico County,90088,01929413,District 1, Barren Creek,Z1,N
MD,24,045,Wicomico County,90180,01929537,District 2, Quantico,Z1,N
MD,24,045,Wicomico County,90364,01929617,District 4, Pittsburg,Z1,N
MD,24,045,Wicomico County,90456,01929637,District 5, Parsons,Z1,N
MD,24,045,Wicomico County,90548,01929649,District 6, Dennis,Z1,N
MD,24,045,Wicomico County,90640,01929681,District 7, Trappe,Z1,N
MD,24,045,Wicomico County,90732,01929696,District 8, Nutters,Z1,N
MD,24,045,Wicomico County,90824,01929712,District 9, Salisbury,Z1,N
MD,24,045,Wicomico County,90916,01929442,District 10, Sharptown,Z1,N
MD,24,045,Wicomico County,91004,01929450,District 11, Delmar,Z1,N
MD,24,045,Wicomico County,91188,01929471,District 13, Camden,Z1,N
MD,24,045,Wicomico County,91280,01929489,District 14, Willards,Z1,N
MD,24,045,Wicomico County,91372,01929493,District 15, Hebron,Z1,N
MD,24,045,Wicomico County,91464,01929499,District 16, Fruitland,Z1,N
MD,24,045,Wicomico County,91555,01929505,District 17, Westside,Z1,N
MD,24,047,Worcester County,90092,01929424,District 1, Southern,Z1,N
MD,24,047,Worcester County,90184,01929538,District 2, Central,Z1,N
MD,24,047,Worcester County,90276,01929575,District 3, Sinepuxent,Z1,N
MD,24,047,Worcester County,90368,01929615,District 4, Western,Z1,N
MD,24,047,Worcester County,90460,01929640,District 5, Ocean Pines,Z1,N
MD,24,047,Worcester County,90551,02634711,District 6, Northern,Z1,N
MD,24,047,Worcester County,90644,01929668,District 7, Ocean City,Z1,N
MD,24,510,Baltimore city,90000,01702381,Baltimore city,Z7,F
